client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
19681d569b6185a8b9bc8a2c8685d563538f332b703bb236bc7cf56b3ee247c85964b35c03c590c762a9ebdb94e5066d33a6956eb7264ace824689b0d252e874	common_voice_th_42696569.mp3	01597b9e3ceada928ef9ff85d2ca91ffc46091c2a9175af9d67fd387777b43b8	ชอบความล้ำของวันหนึ่งฉันเดินเข้าป่า และคุณภาพการทำเพลงมาก		0	0	thirties				th	
19681d569b6185a8b9bc8a2c8685d563538f332b703bb236bc7cf56b3ee247c85964b35c03c590c762a9ebdb94e5066d33a6956eb7264ace824689b0d252e874	common_voice_th_42696570.mp3	00eef11948e6565f6ba9f638b729517cb183e0a9e347476fa5291fb3f5fc5c57	ไม่ใส่ผงชูรส		0	0	thirties				th	
19681d569b6185a8b9bc8a2c8685d563538f332b703bb236bc7cf56b3ee247c85964b35c03c590c762a9ebdb94e5066d33a6956eb7264ace824689b0d252e874	common_voice_th_42696571.mp3	01335d059c1fdd2837faab8aba5429ebb3b0839680df60d1374f9d0d75ae382c	ชอบเด็กที่มีอายุมากกว่าตัวเอง ทำไงดี		0	0	thirties				th	
19681d569b6185a8b9bc8a2c8685d563538f332b703bb236bc7cf56b3ee247c85964b35c03c590c762a9ebdb94e5066d33a6956eb7264ace824689b0d252e874	common_voice_th_42696572.mp3	0047be732b5b5771d2488e9b7c41178612df13356c21940e5a4981221b8d1371	ก่อนหน้านี้เขา		0	0	thirties				th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42696573.mp3	011a8ccfa604f81816ce567d8a58dde7b7ba9ee7abc68a9249b227ec1a0812f3	แนะนำมะ		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42696574.mp3	00c3cf8a86b7779a0cc1a9c287fa95549c47ff74ab029e9b22c2538757cc5437	วันไร้สมอง		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42696575.mp3	019e9d2300de01977192f98d0d5862edb02fde1412e03f61f48814ff921a529c	ค้างคาวแวมไพร์แปลงเล็ก		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42696576.mp3	00fdc73785db6e95a9e8b2fc583f10b6d9288b0b8c29329df66133fdec484a53	ฮ่องกงเตรียมเดินขบวนใหญ่เรียกร้องสิทธิเลือกตั้ง		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42696577.mp3	004d8516bcd79acb92dd25e5b9a737f6c06caa36b8ad6148dbaaaaa759b07d31	ระวังหมดอายุ		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42696578.mp3	012e3e06d16b1383ea65a2fcba2d7a041ea560f615151c5f1ff2ba6e125ff297	เพื่อให้การเคลื่อนไหวแข็งแรง		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42696579.mp3	00be7207e0f2e7703420f23c15800182c67ab2a2b99a1f8806790a6ab15ac6c0	มี โอนเงินมาสิ หึหึหึ		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42696580.mp3	01a0d37538da2ecd8dc028086aeaf8933dd07734b07a78c17988821ceb55ee01	ปิกะปิกะ		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42696581.mp3	0087014aefb13a7b1849a6890a824009852a1cf603146a3bb5569f9d6191977d	อืม เราว่า เราโดนหลอกแหง ไอ้เป็ปซี่กรีน ว่านวัตกรรม สงสัยตอนนั้นคาราเมลมันแพง		0	0	twenties		Thai,ไทย,Thailand		th	
19681d569b6185a8b9bc8a2c8685d563538f332b703bb236bc7cf56b3ee247c85964b35c03c590c762a9ebdb94e5066d33a6956eb7264ace824689b0d252e874	common_voice_th_42696582.mp3	019e11d2924209a81a9f21b9e626db6ab9b100b8cf58bee718c90cd7e881244e	ยืนตากฝนพร้อมสับหอมกลางพายุทรายฮะ		0	0	thirties				th	
19681d569b6185a8b9bc8a2c8685d563538f332b703bb236bc7cf56b3ee247c85964b35c03c590c762a9ebdb94e5066d33a6956eb7264ace824689b0d252e874	common_voice_th_42696583.mp3	012a1b2d4bc72de1eefbe6538ff30a11e17f6317fc025d840ba2af95aac1d0e9	เขาเป็นคนที่ทำลายเกมของพวกเขาทั้งหมด		0	0	thirties				th	
19681d569b6185a8b9bc8a2c8685d563538f332b703bb236bc7cf56b3ee247c85964b35c03c590c762a9ebdb94e5066d33a6956eb7264ace824689b0d252e874	common_voice_th_42696584.mp3	0124f1575bcda2047e81457614315ac8f10ea48c892f95dc4610c4dce414170c	อือ ในสยามเขาเช่าที่อย่างถูกต้องด้วย พวกนี้ไม่ได้เช่าแต่มาจ่ายค่าปรับ		0	0	thirties				th	
19681d569b6185a8b9bc8a2c8685d563538f332b703bb236bc7cf56b3ee247c85964b35c03c590c762a9ebdb94e5066d33a6956eb7264ace824689b0d252e874	common_voice_th_42696585.mp3	01a0b839923776203abfa33aa80d44fb6a3d218c92daf2236ed4532cf98fcd08	โอเค วันนี้สามบ้าน น่าจะจบไว		0	0	thirties				th	
19681d569b6185a8b9bc8a2c8685d563538f332b703bb236bc7cf56b3ee247c85964b35c03c590c762a9ebdb94e5066d33a6956eb7264ace824689b0d252e874	common_voice_th_42696586.mp3	00c2cbe758eeabac6980390023df0f6135424b2d40db44a5cbc3a7c68eea378e	พอดีไม่ได้ถือศีลอะ เป็นคนนอกรีต จุดหมายมีแต่ความมืดมิด		0	0	thirties				th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42696587.mp3	001e7a957badc05974ec7f0798e7e301ffa43d76cff15dcff6ce1b80f3472a64	จับมาคุยกับนายกให้ได้อะ เริ่มซัก ทุ่ม เดี๋ยวนายกหนีไปนอนเร็วอีก		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42696588.mp3	0136cb7bf15f50d7bfb0bd665c69501a712169dcf772486bdc7d547a3bd197b6	เฮ้ย ไม่มีแอลกอฮอล์ครบ ชั่วโมงและนอน ชั่วโมงได้อย่างไม่น่าเชื่อ ออกไปบริจาคเลือดดีกว่า		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42696589.mp3	01c40cdb3016e8631874a644b2ac2f4add56cb145a7aca2865faade3f09c576c	ดูแค่ฉากที่มี		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42696590.mp3	018df2a0c6e2a99376d07a7268b3fc7257ad9901f23263dd20c794b6ff1bfa99	จิดา จารุสกุล		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42696591.mp3	01926ad4f7e44d279a4427cab9918d28a56b8e4bf24e209ae31738a166bd6c37	ย้ายตัวมานั่งปั่นงานบนฟ้า		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42696597.mp3	014ba735210a37b33185fba7f24ebb28bf05bdb8f7d3581fc46bef59811b0053	ได้ยินชื่อตอนแรก นึกว่าเผาหนังเอเลี่ยนมาทำใหม่		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42696598.mp3	00bed0387fb739820ee2132cca71114615b6905d9a7fd6056b4f9fedd92fe3d4	ช่างแอร์แบบทิ้งน้ำนองพื้นไว้ คือยังไง เขาล้างแอร์อย่างเดียว เราต้องถูพื้นเหรอ อะไรวะ		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42696599.mp3	011af14e1eca11b62297b8747a62b127d8691757ff4f5059913baab9019f722e	แบบ ไม่สนเรื่องอัตราการเกิดนะ เอาเรื่องเศรษฐกิจครัวเรือนให้รอดก่อน		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42696600.mp3	01c6cec36051802b02eb236f66438369a5d2e0c1e9e9ce857429d6d959f0f6c0	ได้ของที่ฝากซื้อละ เปรมละ		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42696601.mp3	010cbacaac27cb10da2691ea6f76de8c4a800a2a09e9d3b32f1af2f02d3bb2b4	ไม่เคยได้ยินนะ		0	0	twenties		Thai,ไทย,Thailand		th	
7c569c6100cdd38f8a7c109defc74069754a666d71827455d3fd6034501c9e55a4682ddde51bd8686456189844c40ab5bf7dc60fe79b705bd16bfad9ca2d79a8	common_voice_th_42697740.mp3	00807c842819b57bf84e56a07a46b71f67086c4943425ddd22d4c55adeefc45b	เล่นดีกว่า เลยรอดมาได้ ไม่งั้นคงจอดตั้งแต่เลเวล		0	0					th	
7c569c6100cdd38f8a7c109defc74069754a666d71827455d3fd6034501c9e55a4682ddde51bd8686456189844c40ab5bf7dc60fe79b705bd16bfad9ca2d79a8	common_voice_th_42697741.mp3	01092c15843860a25cad8277e7955286ed7d61a268fc6e4582c3e35c8e6ffbde	เธอคงสังเกตได้ว่าคุณไม่อยากอาหาร		0	0					th	
7c569c6100cdd38f8a7c109defc74069754a666d71827455d3fd6034501c9e55a4682ddde51bd8686456189844c40ab5bf7dc60fe79b705bd16bfad9ca2d79a8	common_voice_th_42697742.mp3	013da4ddb8381831621ca5477429c7d8459f73d780577c25aeff74f62237a819	ตะกี้ทวีตปีผิดไปหนึ่งอัน		0	0					th	
7c569c6100cdd38f8a7c109defc74069754a666d71827455d3fd6034501c9e55a4682ddde51bd8686456189844c40ab5bf7dc60fe79b705bd16bfad9ca2d79a8	common_voice_th_42697743.mp3	00e28b8340c236e15840cb9cc83613c47603cd0d45935caedea128295d3aed29	ใช้โปรแกรมเข้ารหัสก็ยังไม่ปลอดภัย ถ้าโดนดักก่อนหน้านั้น		0	0					th	
7c569c6100cdd38f8a7c109defc74069754a666d71827455d3fd6034501c9e55a4682ddde51bd8686456189844c40ab5bf7dc60fe79b705bd16bfad9ca2d79a8	common_voice_th_42697744.mp3	00da2ed3d41cccfe6f45d47d46dca7c241d17b2e31fb60fc1d012b67cdde5d6b	ความวัวไม่ทันหาย ความควายเข้ามาแทรก		0	0					th	
7c569c6100cdd38f8a7c109defc74069754a666d71827455d3fd6034501c9e55a4682ddde51bd8686456189844c40ab5bf7dc60fe79b705bd16bfad9ca2d79a8	common_voice_th_42697750.mp3	0154df4275e4fce1542d86c11a19218a1ceed73aff239ca975dd5d9192122928	จัด		0	0					th	
7c569c6100cdd38f8a7c109defc74069754a666d71827455d3fd6034501c9e55a4682ddde51bd8686456189844c40ab5bf7dc60fe79b705bd16bfad9ca2d79a8	common_voice_th_42697751.mp3	01b8a27727d622c755f426cc7a9835b17a15edc641702e1594c23afd1dfd745b	มามา		0	0					th	
7c569c6100cdd38f8a7c109defc74069754a666d71827455d3fd6034501c9e55a4682ddde51bd8686456189844c40ab5bf7dc60fe79b705bd16bfad9ca2d79a8	common_voice_th_42697752.mp3	01a5a4a13ab021ba2e57b9168981a369014de2932d87c5ff0ea37817eacd459e	คุณ ไม่เหมือนใคร เหมือนกับ ทุกคน		0	0					th	
7c569c6100cdd38f8a7c109defc74069754a666d71827455d3fd6034501c9e55a4682ddde51bd8686456189844c40ab5bf7dc60fe79b705bd16bfad9ca2d79a8	common_voice_th_42697753.mp3	002285cc952b50b85f355f66c8a35a55130dad19c47d7bce599f7ee43f0adad6	ถ้ามัน หมิ่นเหม่ ก็แปลว่า ไม่มั่นคง ไง ตรงตัวจะตาย		0	0					th	
7c569c6100cdd38f8a7c109defc74069754a666d71827455d3fd6034501c9e55a4682ddde51bd8686456189844c40ab5bf7dc60fe79b705bd16bfad9ca2d79a8	common_voice_th_42697754.mp3	00e69e64a5b408edd4b56ce451d03798a8d15eeb4e3d0401d9ebf3c2ba65f6da	ออกจากงานเวทีสังคมวิทยาไปงานสมเกียรติครับ		0	0					th	
3a58a45ea3a3585e195d409e0a1253fe6113395dc8dc77c59adb38343433e4ed7449ab3cefae752b76510f8af65c6f3aee5f6e3e3c6b835f5c079753e074a12f	common_voice_th_42702599.mp3	00e52fcd3c7e400e9184a78aeab41b7bdbabc583562daed6345ae9f775e9463d	มีฟิกเกอร์อยู่ชั้นสามแผนกของเล่นนะฮะ แต่นิดเดียว		0	0					th	
3a58a45ea3a3585e195d409e0a1253fe6113395dc8dc77c59adb38343433e4ed7449ab3cefae752b76510f8af65c6f3aee5f6e3e3c6b835f5c079753e074a12f	common_voice_th_42702600.mp3	016d9cb11f6304eace5af74bf191bfd841d8afbcf82d6378813fc110f8ee3289	รัฐบาลก็ไม่พูด		0	0					th	
3a58a45ea3a3585e195d409e0a1253fe6113395dc8dc77c59adb38343433e4ed7449ab3cefae752b76510f8af65c6f3aee5f6e3e3c6b835f5c079753e074a12f	common_voice_th_42702601.mp3	017721f41f2face7ca9a19f393a545fa539daa171f067b05064f76fd005d3a4c	รังสิต หนาวมาก		0	0					th	
3a58a45ea3a3585e195d409e0a1253fe6113395dc8dc77c59adb38343433e4ed7449ab3cefae752b76510f8af65c6f3aee5f6e3e3c6b835f5c079753e074a12f	common_voice_th_42702602.mp3	006d6e571a76971715f1a50859f3416fd922279903aafd62732efbde2515a18d	นั่งอ่าน จดหมาย ในนิวแมนเดล่า		0	0					th	
3a58a45ea3a3585e195d409e0a1253fe6113395dc8dc77c59adb38343433e4ed7449ab3cefae752b76510f8af65c6f3aee5f6e3e3c6b835f5c079753e074a12f	common_voice_th_42702603.mp3	002997ab5faf6464641aba14338e46de18d9c1c8213ae7360b2041532a1732b3	คุณเลสเตอร์ต้องการรู้ว่ามันเป็นของใครและเพื่ออะไร		0	0					th	
0b9c1b3fff08b06773f0d488aa8b6b53695ea004d7bd763e4a95328e0a7ac5e222d19c98d107be5147f1a098761fe60baa36245c9f6de788551ce0a141922aef	common_voice_th_42708564.mp3	1dceb402ea487085e8866cf27e01802e27de207494a2382a8249cf84bae5b8b2	??????????? ??? ??? ??? ??? ?????????????		0	0					th	
0b9c1b3fff08b06773f0d488aa8b6b53695ea004d7bd763e4a95328e0a7ac5e222d19c98d107be5147f1a098761fe60baa36245c9f6de788551ce0a141922aef	common_voice_th_42708565.mp3	0134688e2f1cc2d002e9e88ed011c2df92c813af6bb50bc7084d3d50ba338f60	เอาเกลือตบต่อเลยครับ		0	0					th	
0b9c1b3fff08b06773f0d488aa8b6b53695ea004d7bd763e4a95328e0a7ac5e222d19c98d107be5147f1a098761fe60baa36245c9f6de788551ce0a141922aef	common_voice_th_42708566.mp3	012e2c94ac32919379e5aa6a57f4de55ce4f50eb41a93bf05b8dd3c801e5ed30	อ้อ ซักเสร็จผมเปิดฝาเครื่องทิ้งไว้นะ ให้น้ำมันระเหยออกมาด้วย		0	0					th	
0b9c1b3fff08b06773f0d488aa8b6b53695ea004d7bd763e4a95328e0a7ac5e222d19c98d107be5147f1a098761fe60baa36245c9f6de788551ce0a141922aef	common_voice_th_42708567.mp3	01ca2f726fcbf4e7db0ad9fc9b86825bbfc1bfd92f755e9970c8314615dec644	และถ้านอนดึกติดต่อกัน		0	0					th	
0b9c1b3fff08b06773f0d488aa8b6b53695ea004d7bd763e4a95328e0a7ac5e222d19c98d107be5147f1a098761fe60baa36245c9f6de788551ce0a141922aef	common_voice_th_42708568.mp3	0123774c098b7e01c534f0949527d896883e659e20a007c22570a7e7af242194	ชิบหายแล้วครับ		0	0					th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42726104.mp3	0173767bbd06e8528c231087d19c87c7f7506c0a89e89361691b8f0aae45a114	ถ้านั่นคือชื่อของเธอน่ะนะ		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42726105.mp3	016b9f480c805c603749cbe90ecba727b548991dfa335721b7c2f8a0ef577243	ใครสั่ง		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42726106.mp3	35beb08b832011dc5cda22c4fdb2829b6fc40b37cbda78ec6809404ab9223a17	มีติดครัวไว้ทำเมนูไหนก็อร่อย		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42726107.mp3	01d029fe408862adb4e3a8ed0e61c7b11fbbe0621afe43ce00d77dea17c5cc44	เรากด ได้ นี่ก็โคตรดีใจละ ฝรั่งมันกดกันได้ เอ่อ เครื่องรุ่นเดียวกันนะเว้ยเฮ้ย		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42726108.mp3	019486c26f9d7131c2814bd2adada57b88c08f115aa47e3722dd162859fab58e	ต้องดูบ้างแหละ แต่ไม่มากก็น้อย ผู้ชายก็ดู แต่อาจน้อยกว่า มัวแต่มองรูปร่างหน้าตา		0	0	twenties		Thai,ไทย,Thailand		th	
2eeefcd1dcd93c9d57e14ffc1e741ce7746e0d51f1bc96cf31921feb74d44114dd7d5107fdfe3aa976bd330baabe5d6d4f411e5edc350a248d10ca1929b51c88	common_voice_th_42726109.mp3	006b114e6396662ed73290235e83ec80caf9b9b608c067bc41952a7ab5704b78	ไม่เท่าของไทยอะฮะ ของญี่ปุ่นนี่กลบเลยข้าวมาไม่มาก ของไทยนี่เป็นหางเลยอะ ในรูปนี่ของลุงจิโร่		0	0	twenties		Thai,ไทย,Thailand		th	
